SPEC,STRAT,YEAR,INT,sampleID,right.total.length.mm,left.total.length.mm
758,545.9,8792.571,9000,L-758,11.7304,10.912
759,545.9,8792.571,9000,NA,NA,NA
760,545.9,8792.571,9000,NA,NA,NA
761,545.9,8792.571,9000,NA,NA,NA
762,570,8015.381,8250,NA,NA,NA
763,569.7,8025.096,8250,NA,NA,NA
764,489.3,10356.665,10500,NA,NA,NA
765,546.9,8760.188,9000,NA,NA,NA
766,385,13687.246,13750,L-766,6.7317,5.195
767,546.9,8760.188,9000,NA,NA,NA
768,546.9,8760.188,9000,NA,NA,NA
769,387.1,13619.242,13750,NA,NA,NA
770,546.9,8760.188,9000,NA,NA,NA
771.1,394.5,13379.609,13500,NA,NA,NA
771.2,394.5,13379.609,13500,NA,NA,NA
772,546.9,8760.188,9000,NA,NA,NA
773.1,369.6,14187.562,14250,NA,NA,NA
773.2,369.6,14187.562,14250,NA,NA,NA
774,404.7,13049.303,13250,L-774,5.3413,6.5121
775,385.5,13671.055,13750,L-775,2.2568,2.4583
776.1,385.5,13671.055,13750,L-776A,2.2568,2.6195
776.2,385.5,13671.055,13750,NA,NA,NA
777.1,385.2,13680.77,13750,L-777A,3.5464,3.7076
777.2,385.2,13680.77,13750,L-777B,2.4878,6.5122
778,546.9,8760.188,9000,NA,NA,NA
779,488.7,10376.094,10500,L-779,2.3414,2.1951
780,391.1,13489.71,13500,NA,NA,NA
781,392.2,13454.089,13500,L-781,2.4878,2.3414
782,404.2,13065.494,13250,NA,NA,NA
783,385.7,13664.578,13750,L-783,2.7805,3.1463
784,403.3,13094.639,13250,L-784,2.2683,2.3414
785,571.5,7966.807,8000,NA,NA,NA
786,386.7,13632.195,13750,L-787A,2.7073,2.2683
787.1,387.2,13616.004,13750,NA,NA,NA
787.2,387.2,13616.004,13750,L-787B,3.439,2.3414
787.3,387.2,13616.004,13750,NA,NA,NA
788,550.9,8630.656,8750,NA,NA,NA
789,571,NA,NA,NA,NA,NA
790,388.8,NA,NA,L-790,1.8293,2.2683
791,402.2,NA,NA,NA,NA,NA
793,385.7,NA,NA,NA,NA,NA
794,385.3,NA,NA,L-794,2.6341,10.6829
795,404.1,NA,NA,NA,NA,NA
796,551.5,NA,NA,NA,NA,NA
797,407.2,NA,NA,NA,NA,NA
798,573.5,NA,NA,NA,NA,NA
799,407.3,NA,NA,NA,NA,NA
800,573.8,NA,NA,NA,NA,NA
801,402.8,NA,NA,L-801,2.3414,2.0488
802,491.6,NA,NA,NA,NA,NA
803,383.8,NA,NA,NA,NA,NA
804,385.2,NA,NA,L-804,6,6.0731
805,451.3,NA,NA,NA,NA,NA
806,383.9,NA,NA,L-806,1.8538,2.015
807,385.6,NA,NA,NA,NA,NA
808,384.2,NA,NA,NA,NA,NA
809,493.9,NA,NA,NA,NA,NA
810,407.8,NA,NA,L-810,2.561,2.6341
811,408,NA,NA,NA,NA,NA
812,557.4,NA,NA,NA,NA,NA
813,492.8,NA,NA,L-813,2.015,2.1359
814,408,NA,NA,NA,NA,NA
816,550.4,NA,NA,NA,NA,NA
817,552.8,NA,NA,NA,NA,NA
818,553.3,NA,NA,NA,NA,NA
820,384,NA,NA,L-820,2.7001,2.4986
821,402.8,NA,NA,NA,NA,NA
823,488.4,NA,NA,L-823,3.8048,5.8536
825,555.3,NA,NA,NA,NA,NA
826,383.9,13722.87,13750,L-826,10.639,10.503
827,383.9,NA,NA,NA,NA,NA
828,490,NA,NA,L-828,2.5792,2.015
829,401.7,NA,NA,NA,NA,NA
830,555.3,NA,NA,NA,NA,NA
831,384.1,NA,NA,L-831,1.8135,1.7329
832,383.6,NA,NA,L-832,3.0731,3.2195
833,574.4,NA,NA,NA,NA,NA
NA,NA,NA,NA,L-834,2.9268,2.6341
836,556,NA,NA,NA,NA,NA
837,556,NA,NA,NA,NA,NA
838,488.8,NA,NA,NA,NA,NA
839,387.1,NA,NA,NA,NA,NA
840,382.9,NA,NA,L-840,4.0703,3.5061
841,556,NA,NA,NA,NA,NA
842,406.2,NA,NA,L-842,3.0731,3.2927
843,574.5,NA,NA,L-843,9.9572,9.548
844,384.5,13703.438,13750,NA,NA,NA
845.1,404,13071.971,13250,NA,NA,NA
845.2,404,13071.971,13250,NA,NA,NA
846,404.1,13068.733,13250,L-846A,4.2438,5.7073
NA,NA,NA,NA,L-846B,2.6341,2.7805
847,575,7853.466,8000,NA,NA,NA
848,403.8,13078.448,13250,NA,NA,NA
849,556.3,8459.027,8500,NA,NA,NA
850,348.7,14864.365,15000,L-850,6.9512,5.9998
851,556.3,8459.027,8500,NA,NA,NA
852,556.3,8459.027,8500,NA,NA,NA
853,576.2,7814.607,8000,NA,NA,NA
854,576.6,7801.654,8000,NA,NA,NA
855,556.3,8459.027,8500,NA,NA,NA
856,408.8,12934.344,13000,NA,NA,NA
857,491.2,10295.137,10500,L-857,11.3256,12.1
858,556.8,8442.835,8500,NA,NA,NA
859,385.5,13671.055,13750,L-859,2.2165,2.2971
860,385.3,13677.531,13750,NA,NA,NA
861,406.4,12994.252,13000,NA,NA,NA
862,574.7,7863.181,8000,NA,NA,NA
863,452.4,11528.926,11750,L-863,1.8538,1.8135
864,453.4,11496.543,11500,L-864,9.0024,9.1388
865,558.6,8384.546,8500,NA,NA,NA
866,578.9,7727.173,7750,NA,NA,NA
867,391.3,13483.234,13500,NA,NA,NA
868,407.9,12963.488,13000,L-868,2.561,3.3658
869,558.6,8384.546,8500,NA,NA,NA
870,452.9,11512.734,11750,NA,NA,NA
871,495,10194.75,10250,NA,NA,NA
872,404.4,13059.018,13250,NA,NA,NA
873,578.9,7727.173,7750,L-873,9.6844,9.9572
874,558.6,8384.546,8500,NA,NA,NA
875,576.1,7817.845,8000,NA,NA,NA
876,558.6,8384.546,8500,NA,NA,NA
877.1,403.6,13084.924,13250,L-877A,2.4146,2.1951
877.2,403.6,13084.924,13250,NA,NA,NA
878,558.6,8384.546,8500,NA,NA,NA
879,386.8,13628.957,13750,NA,NA,NA
880,386.4,13641.91,13750,NA,NA,NA
881,576.5,7804.892,8000,NA,NA,NA
882,495.8,10168.844,10250,NA,NA,NA
883,401.3,13159.405,13250,L-883,1.8941,2.015
884,577.3,7778.986,8000,NA,NA,NA
885,387.2,13616.004,13750,NA,NA,NA
886,401.9,13139.975,13250,L-886,7.2438,6.9511
887,384.9,13690.484,13750,L-887,6.0731,6
888,401.7,13146.452,13250,NA,NA,NA
889,403,13104.354,13250,L-889,3.2195,3.3658
890,390.1,13522.093,13750,NA,NA,NA
891,385,13687.246,13750,L-891,3.1463,3.2927
892,384.5,13703.438,13750,NA,NA,NA
893,517.5,9615.096,9750,NA,NA,NA
894,581.3,7649.454,7750,NA,NA,NA
895,583.2,7587.927,7750,NA,NA,NA
896,491.8,10298.375,10500,NA,NA,NA
897,494,10227.133,10250,L-897,2.9999,3.7317
898,557.4,8423.405,8500,NA,NA,NA
899,558.4,8391.023,8500,NA,NA,NA
900,386.4,13641.91,13750,NA,NA,NA
901,386.3,13645.148,13750,L-901,2.9268,5.561
902,385.8,13661.34,13750,L-902,2.7073,2.561
903,494.2,10220.657,10250,NA,NA,NA
904,582.2,7620.309,7750,NA,NA,NA
905,577.5,7772.509,8000,NA,NA,NA
906,385.7,13664.578,13750,NA,NA,NA
907,386.8,13628.957,13750,NA,NA,NA
908,557.6,8416.929,8500,NA,NA,NA
909,453.3,11499.781,11500,L-909,1.8538,2.1359
910,405.3,13029.873,13250,NA,NA,NA
911,582.2,7620.309,7750,NA,NA,NA
912,495.3,10185.035,10250,L-912,0.9672,0.8866
913,384.3,13709.914,13750,L-913,1.9,2
914,406.3,12997.49,13000,NA,NA,NA
915,557.6,8416.929,8500,NA,NA,NA
916,384.1,13716.391,13750,L-916,2.15,2.45
917,384.9,13690.484,13750,NA,NA,NA
918.1,583.1,7591.165,7750,NA,NA,NA
918.2,583.1,7591.165,7750,NA,NA,NA
919,557.6,8416.929,8500,NA,NA,NA
920,495.5,10178.559,10250,NA,NA,NA
921,391.5,13476.757,13500,NA,NA,NA
922,409.2,12921.391,13000,NA,NA,NA
923,389.9,13528.57,13750,L-923,3.07314,2.9268
924,495.6,10175.32,10250,NA,NA,NA
925,451.8,11548.355,11750,NA,NA,NA
926,407.6,12973.203,13000,L-926,2.25,2.3
927,558.5,8387.784,8500,NA,NA,NA
928,558.4,8391.023,8500,NA,NA,NA
929,496.8,10136.461,10250,NA,NA,NA
930,391.3,13483.234,13500,NA,NA,NA
931,558.4,8391.023,8500,NA,NA,NA
932,409.2,12921.391,13000,NA,NA,NA
933,586.1,7494.016,7500,NA,NA,NA
934,408.2,12953.773,13000,NA,NA,NA
935,561.9,8277.682,8500,NA,NA,NA
936,561.9,8277.682,8500,NA,NA,NA
937,494.4,10214.18,10250,NA,NA,NA
938,561.9,8277.682,8500,NA,NA,NA
939,455,11444.73,11500,NA,NA,NA
940,453.2,11503.019,11750,NA,NA,NA
941,390.8,13499.425,13500,L-941,1.7732,1.8538
942,390.8,13499.425,13500,L-942,2.2971,2.2165
943,390.6,13505.902,13750,L-943,2.8,2.85
944,561.9,8277.682,8500,NA,NA,NA
945,498.5,10081.41,10250,L-945,8.4877,10.3902
946,411.4,12850.148,13000,NA,NA,NA
947,561,8306.827,8500,NA,NA,NA
948,386.4,13641.91,13750,L-948,9.29259,11.1219
949,387,13622.48,13750,NA,NA,NA
950,412,12830.718,13000,NA,NA,NA
951,561,8306.827,8500,NA,NA,NA
952,561.9,8277.682,8500,NA,NA,NA
953,411.7,12840.433,13000,L-953,2.5,2.9
954,411.7,12840.433,13000,NA,NA,NA
955,584.7,7539.352,7750,NA,NA,NA
956,561.9,8277.682,8500,NA,NA,NA
957,498.2,10091.125,10250,NA,NA,NA
958,583.7,7571.735,7750,NA,NA,NA
959,416.1,12697.948,12750,L-959,2.561,2.7073
960,584.5,7545.829,7750,NA,NA,NA
961.1,385.7,13664.578,13750,L-961A,2.418,2.1359
961.2,385.7,13664.578,13750,NA,NA,NA
962,497.6,10110.555,10250,NA,NA,NA
963.1,561,8306.827,8500,NA,NA,NA
963.2,561,8306.827,8500,NA,NA,NA
964,561,8306.827,8500,NA,NA,NA
965,583.8,7568.497,7750,NA,NA,NA
966,387,13622.48,13750,NA,NA,NA
967,497.1,10126.746,10250,NA,NA,NA
968.1,561,8306.827,8500,NA,NA,NA
968.2,561,8306.827,8500,NA,NA,NA
969,417.8,12642.898,12750,NA,NA,NA
970,584.5,7545.829,7750,NA,NA,NA
971,561,8306.827,8500,NA,NA,NA
972.1,561,8306.827,8500,NA,NA,NA
972.2,561,8306.827,8500,NA,NA,NA
973,497.7,10107.316,10250,NA,NA,NA
974,418.7,12613.753,12750,NA,NA,NA
975,493.1,10256.278,10500,NA,NA,NA
976,387.2,13616.004,13750,L-976,1.85,1.9
977,386.7,13632.195,13750,NA,NA,NA
978,386.7,13632.195,13750,NA,NA,NA
979,564,8209.678,8250,NA,NA,NA
980,564.2,8203.202,8250,NA,NA,NA
981,493.1,10256.278,10500,NA,NA,NA
982,584.1,7558.782,7750,NA,NA,NA
983,584.1,7558.782,7750,L-993,2.15,1.9
984,564.1,8206.44,8250,NA,NA,NA
985,564.1,8206.44,8250,L-995,3.65,2.75
986,564.1,8206.44,8250,NA,NA,NA
987,564.1,8206.44,8250,NA,NA,NA
988,564.1,8206.44,8250,NA,NA,NA
989,584.5,7545.829,7750,NA,NA,NA
990,564,8209.678,8250,NA,NA,NA
991,563,8242.061,8250,NA,NA,NA
992,408.3,12950.535,13000,NA,NA,NA
993,407.8,12966.727,13000,NA,NA,NA
994,563,8242.061,8250,NA,NA,NA
995,408.2,12953.773,13000,NA,NA,NA
996,563.5,8225.87,8250,NA,NA,NA
997,565.1,8174.057,8250,NA,NA,NA
998,407.9,12963.488,13000,L-998A,2.1,2.15
999,582.1,7623.548,7750,NA,NA,NA
1000,564,8209.678,8250,NA,NA,NA
1001,407.3,12982.918,13000,NA,NA,NA
1002,408.3,12950.535,13000,NA,NA,NA
1003,407.9,12963.488,13000,L-1003,2.2,2.6
1004,457.4,11367.011,11500,L-1004,2.9,2.55
1005,587.9,7435.727,7500,NA,NA,NA
1006,492.5,10275.707,10500,NA,NA,NA
1007,411,12863.101,13000,L-1007,2.9,2.6
1008,408.6,12940.82,13000,NA,NA,NA
1009,405.6,13020.158,13250,L-1009,15.8224,16.9136
1010,405.6,13020.158,13250,L-1010,2.2165,2.1762
1011,566.1,8141.674,8250,NA,NA,NA
1012,566.1,8141.674,8250,NA,NA,NA
1013,385.8,13661.34,13750,L-1013,2.15,2.4
1014,411,12863.101,13000,NA,NA,NA
1015,493.8,10233.61,10250,NA,NA,NA
1016,411.2,12856.625,13000,L-1016,2.2,2.5
1017,386.4,13641.91,13750,L-1017,2.2,2.05
1018,589.8,7374.199,7500,NA,NA,NA
1019,553.6,8546.46,8750,NA,NA,NA
1020,561.9,8277.682,8500,NA,NA,NA
1021,563,8242.061,8250,NA,NA,NA
1022,563,8242.061,8250,NA,NA,NA
1023,494.2,10220.657,10250,NA,NA,NA
1024,386.1,13651.625,13750,NA,NA,NA
1025,586.9,7468.11,7500,NA,NA,NA
1026,492.9,10262.754,10500,NA,NA,NA
1027,563.1,8238.823,8250,NA,NA,NA
1028,386.8,13628.957,13750,L-1028,2.6,3.05
1029,493.1,10256.278,10500,L-1029,2.2,4.65
1030,411.9,12833.957,13000,NA,NA,NA
1031,389.1,13554.476,13750,L-1031,2.25,2.3
1032,493,10259.516,10500,NA,NA,NA
1033,411.9,12833.957,13000,NA,NA,NA
1034.1,387.2,13616.004,13750,L-1034A,2.3,2.4
1034.2,387.2,13616.004,13750,L-1034B,8.0487,8.2682
1035,563.8,8216.155,8250,NA,NA,NA
1036,564.4,8196.725,8250,NA,NA,NA
1037,564.4,8196.725,8250,NA,NA,NA
1038.1,408.7,12937.582,13000,NA,NA,NA
1038.2,408.7,12937.582,13000,NA,NA,NA
1038.3,408.7,12937.582,13000,NA,NA,NA
1039.1,492.9,10262.754,10500,L-1039A,16.0952,14.7312
1039.2,492.9,10262.754,10500,NA,NA,NA
1040,580,7691.552,7750,NA,NA,NA
1041,564.2,8203.202,8250,NA,NA,NA
1042,564.2,8203.202,8250,NA,NA,NA
1043,408.1,12957.012,13000,NA,NA,NA
1044,454.4,11464.16,11500,NA,NA,NA
1045.1,390.2,13518.855,13750,L-1045A,2.2,2.4
1045.2,390.2,13518.855,13750,L-1045B,7.0975,7.9024
1045.3,390.2,13518.855,13750,NA,NA,NA
1045.4,390.2,13518.855,13750,NA,NA,NA
1045.5,390.2,13518.855,13750,L-1045E,2.25,2.4
1046,388.8,13564.191,13750,L-1046,2.65,3.65
1047,454.9,11447.968,11500,NA,NA,NA
1048,564.1,8206.44,8250,NA,NA,NA
1049,564.1,8206.44,8250,NA,NA,NA
1050,388.9,13560.953,13750,NA,NA,NA
1051,579.8,7698.028,7750,NA,NA,NA
1052,495.1,10191.512,10250,L-1052,2.4583,2.1359
1053,578,7756.318,8000,NA,NA,NA
1054,495.3,10185.035,10250,NA,NA,NA
1055,386.7,13632.195,13750,NA,NA,NA
1056,591.8,7309.434,7500,NA,NA,NA
1057,389.9,13528.57,13750,L-1057,1.8538,1.9747
1058,411.9,12833.957,13000,NA,NA,NA
1059,544.5,8837.907,9000,NA,NA,NA
1060,544.5,8837.907,9000,NA,NA,NA
1061,389.1,13554.476,13750,L-1061,2.75,2.85
1062,411.9,12833.957,13000,NA,NA,NA
1063,544.7,8831.43,9000,NA,NA,NA
1064,544.9,8824.953,9000,L-1065A,2.6,2.64
1065.1,410.5,12879.293,13000,NA,NA,NA
1065.2,410.5,12879.293,13000,NA,NA,NA
1066,459,11315.199,11500,NA,NA,NA
1067,411.5,12846.91,13000,NA,NA,NA
1068,410.6,12876.054,13000,NA,NA,NA
1069,390.9,13496.187,13500,NA,NA,NA
1070,541.5,8935.055,9000,L-1070,9.2193,8.3414
1071,541.5,8935.055,9000,NA,NA,NA
1072,541.5,8935.055,9000,NA,NA,NA
1073,541.5,8935.055,9000,NA,NA,NA
1074,412.5,12814.527,13000,NA,NA,NA
1075,392.6,13441.136,13500,L-1075,2.5792,2.4986
1076,541.5,8935.055,9000,NA,NA,NA
1077,394.3,13386.085,13500,L-1077,1.4105,1.8538
1078,412,12830.718,13000,NA,NA,NA
1079,407.2,12986.156,13000,L-1079,2.561,2.8536
1080,580.6,7672.122,7750,NA,NA,NA
1081,393.1,13424.945,13500,NA,NA,NA
1082,411.4,12850.148,13000,NA,NA,NA
1083,544.5,8837.907,9000,NA,NA,NA
1084,581.4,7646.216,7750,NA,NA,NA
1085,392.6,13441.136,13500,L-1085,2.4583,2.5792
1086,411.2,12856.625,13000,NA,NA,NA
1087,457.6,11360.535,11500,NA,NA,NA
1088,580.4,7678.599,7750,NA,NA,NA
1089,505.3,10010.168,10250,L-1089,2.0488,7.0244
1090,441.7,11870.565,12000,L-1090,1.8135,2.2165
1091,580.5,7675.36,7750,NA,NA,NA
1092,461.2,11243.956,11250,L-1092,2.4583,2.015
1093,544.5,8837.907,9000,NA,NA,NA
1094,411.9,12833.957,13000,NA,NA,NA
1095,580.6,7672.122,7750,NA,NA,NA
1096,398.7,13243.6,13250,L-1096,6.2926,7.317
1097,397.7,13275.983,13500,L-1097,2.8613,2.9016
1098.1,409.7,12905.199,13000,L-1098A,1.9344,2.2165
1098.2,409.7,12905.199,13000,L-1098B,1.6926,1.4508
1099.1,398.7,13243.6,13250,NA,NA,NA
1099.2,398.7,13243.6,13250,NA,NA,NA
1099.3,398.7,13243.6,13250,L-1099C,2.7073,2.9268
1100,460.9,11253.671,11500,NA,NA,NA
1101,504.1,9900.066,10000,L-1101,6.1463,6.878
1102,560.4,8326.257,8500,NA,NA,NA
1103,544.5,8837.907,9000,NA,NA,NA
1104,409.5,12911.676,13000,NA,NA,NA
1105,544.5,8837.907,9000,NA,NA,NA
1106,409.5,12911.676,13000,NA,NA,NA
1107,504.1,9900.066,10000,NA,NA,NA
1108,544.5,8837.907,9000,NA,NA,NA
1109,544.5,8837.907,9000,NA,NA,NA
1110,413.4,12785.382,13000,NA,NA,NA
1111,606.9,6836.643,7000,NA,NA,NA
1112,396.4,13318.081,13500,NA,NA,NA
1113,397.8,13272.745,13500,NA,NA,NA
1114,606.1,6862.55,7000,NA,NA,NA
1115,494.7,10204.465,10250,NA,NA,NA
1116,494.7,10204.465,10250,NA,NA,NA
1117,413.8,12772.429,13000,NA,NA,NA
1118,494.7,10204.465,10250,NA,NA,NA
1119,544.5,8837.907,9000,NA,NA,NA
1120,414.1,12762.714,13000,L-1120,1.9747,1.8941
1121,395.7,13340.749,13500,NA,NA,NA
1122,494.7,10204.465,10250,NA,NA,NA
1123,415.3,12723.855,12750,L-1123,2.65,2.35
1124,415.5,12717.378,12750,L-1124,5.4,5.7
1125,414.5,12749.761,12750,NA,NA,NA
1126,414.6,12746.523,12750,L-1126,3.439,4.0975
1127,415,12733.57,12750,NA,NA,NA
1128,414.7,12743.285,12750,L-1128,2.7,2.7
1129,413.3,12788.621,13000,NA,NA,NA
1130,461,11250.433,11500,NA,NA,NA
1131,460.7,11260.148,11500,NA,NA,NA
1132,458.3,11337.867,11500,NA,NA,NA
1133,413.6,12778.906,13000,NA,NA,NA
1134,413.2,12791.859,13000,L-1134,2.7,2.75
1135,413,12798.335,13000,L-1135,2.95,3
1136,461,11250.433,11500,NA,NA,NA
1137,461.9,11221.288,11250,NA,NA,NA
1138,459.9,11286.054,11500,NA,NA,NA
1139,413.9,12769.191,13000,NA,NA,NA
1140,412.6,12811.289,13000,NA,NA,NA
1141,459.7,11292.531,11500,NA,NA,NA
1142,415.1,12730.331,12750,NA,NA,NA
1143,460.7,11260.148,11500,NA,NA,NA
1144,413,12798.335,13000,NA,NA,NA
1145,412.9,12801.574,13000,L-1145,2.5,2.7
1146,460.7,11260.148,11500,NA,NA,NA
1147,413.1,12795.097,13000,L-1147,9.878,10.6097
1148.1,414.4,12752.999,13000,NA,NA,NA
1148.2,414.4,12752.999,13000,NA,NA,NA
1149,414.7,12743.285,12750,L-1149,2.8,1.7
1150,460.7,11260.148,11500,NA,NA,NA
1151,416.4,12688.234,12750,NA,NA,NA
1152,416.5,12684.995,12750,L-1152,4.3902,4.9756
1153.1,414.6,12746.523,12750,NA,NA,NA
1153.2,414.6,12746.523,12750,NA,NA,NA
1153.3,414.6,12746.523,12750,L-1153C,9.7317,9.9511
1153.4,414.6,12746.523,12750,NA,NA,NA
1153.5,414.6,12746.523,12750,L-1153E,3.3658,3.439
1154,415.1,12730.331,12750,NA,NA,NA
1155,414.4,12752.999,13000,NA,NA,NA
1156,415.7,12710.902,12750,NA,NA,NA
1157,416.2,12694.71,12750,NA,NA,NA
1158,457.7,11357.296,11500,NA,NA,NA
1159,460.7,11260.148,11500,NA,NA,NA
1160,415.9,12704.425,12750,L-1160,2.5389,2.418
1161,414.9,12736.808,12750,L-1161,4.317,3.8048
1162,414.9,12736.808,12750,NA,NA,NA
1163,415.1,12730.331,12750,NA,NA,NA
1164,414.8,12740.046,12750,L-1164,2.2165,2.5389
1165.1,416.2,12694.71,12750,NA,NA,NA
1165.2,416.2,12694.71,12750,L-1165B,1.4911,1.4105
1166,416.1,12697.948,12750,L-1166A,2.8536,2.4146
1167,457.1,11376.726,11500,L-1167,9.2194,9.3658
1168,416,12701.187,12750,NA,NA,NA
1169,420.8,12545.749,12750,NA,NA,NA
1170,415.8,12707.663,12750,L-1170,6.8048,7.3902
1171,416.2,12694.71,12750,NA,NA,NA
1172.1,416.2,12694.71,12750,L-1172A,1.3702,1.4105
1172.2,416.2,12694.71,12750,L-1172B,7.0975,6.2926
1173,416.2,12694.71,12750,L-1173,3.1837,3.627
1174.1,416.2,12694.71,12750,NA,NA,NA
1174.2,416.2,12694.71,12750,NA,NA,NA
1175,416.2,12694.71,12750,NA,NA,NA
1176,415.9,12704.425,12750,NA,NA,NA
1177,416.2,12694.71,12750,NA,NA,NA
1178,461.2,11243.956,11250,NA,NA,NA
1179,460.1,11279.577,11500,L-1179,3,3.35
1180,460.9,11253.671,11500,NA,NA,NA
1181,462.9,11188.905,11250,NA,NA,NA
1182,422.3,12497.175,12500,NA,NA,NA
1183,467.5,11039.944,11250,NA,NA,NA
1184,417.7,12646.136,12750,L-1184,1.7732,2.1762
1185,462.6,11198.62,11250,NA,NA,NA
1186,468.5,11007.561,11250,NA,NA,NA
1187,468,11023.752,11250,NA,NA,NA
1188,416.9,12672.042,12750,NA,NA,NA
1189,416.9,12672.042,12750,L-1189,1.5717,2.015
1190,468.2,11017.276,11250,L-1190,2.5389,2.821
1191,416.2,12694.71,12750,NA,NA,NA
1192,463.7,11162.999,11250,NA,NA,NA
1193,466.4,11075.565,11250,NA,NA,NA
1194,469.5,10992.989,11000,NA,NA,NA
1195,416.7,12678.519,12750,NA,NA,NA
1196,467.5,11039.944,11250,NA,NA,NA
1197,417.8,12642.898,12750,L-1197,1.7732,2.0956
1198,417.7,12646.136,12750,L-1198,2.5,2.85
1199,467.4,11043.182,11250,L-1199,5.3599,4.9569
1200,419,12604.038,12750,NA,NA,NA
1201,419.6,12584.608,12750,NA,NA,NA
1202.1,467.7,11033.467,11250,L-1202A,6,1.65
1202.2,467.7,11033.467,11250,NA,NA,NA
1203,418.8,12610.515,12750,L-1203,2.9268,3.1463
1204,418.8,12610.515,12750,NA,NA,NA
1205,467.9,11026.991,11250,L-1205,7.5365,7.59336
1206,466.3,11078.803,11250,NA,NA,NA
1207,418.9,12607.276,12750,NA,NA,NA
1208,419,12604.038,12750,NA,NA,NA
1209,468,11023.752,11250,NA,NA,NA
1210,418.6,12616.991,12750,NA,NA,NA
1211,418.7,12613.753,12750,L-1211,2.55,2.5
1212,419.9,12574.893,12750,NA,NA,NA
1213,418.5,12620.23,12750,L-1213,15.1404,17.1864
1214,419.4,12591.085,12750,L-1214,2.65,2.6
1215,419.4,12591.085,12750,NA,NA,NA
1216.1,419.4,12591.085,12750,NA,NA,NA
1216.2,419.4,12591.085,12750,L1216B,2.1951,2.4146
1216.3,419.4,12591.085,12750,L-1216C,2.6341,3
1216.4,419.4,12591.085,12750,L-1216D,2.561,2.3414
1216.5,419.4,12591.085,12750,NA,NA,NA
1217,420.2,12565.179,12750,L-1217,2.7,2.55
1218,419,12604.038,12750,NA,NA,NA
1219,420.1,12568.417,12750,L-1219,15.686,14.1856
1220,420.1,12568.417,12750,L-1220,1.9344,2.2971
1221,420.1,12568.417,12750,NA,NA,NA
1222,462.9,11188.905,11250,L-1222,2.0553,2.3374
1223,420.7,12548.987,12750,L-1223,2.2165,2.2971
1224,466.5,11072.327,11250,NA,NA,NA
1225,465,11120.901,11250,NA,NA,NA
1226,418.3,12626.706,12750,NA,NA,NA
1227,419.5,12587.847,12750,NA,NA,NA
1228,420,12571.655,12750,NA,NA,NA
1229,468,11023.752,11250,L-1229,10.2438,12.0731
1230,468,11023.752,11250,NA,NA,NA
1231,419.6,12584.608,12750,NA,NA,NA
1232,418.1,12633.183,12750,NA,NA,NA
1233,418.1,12633.183,12750,L-1233,8.1951,3.8048
1234,418.1,12633.183,12750,NA,NA,NA
1235,418.2,12629.944,12750,NA,NA,NA
1236,494.5,10210.942,10250,NA,NA,NA
1237,468,11023.752,11250,NA,NA,NA
1238,420.5,12555.464,12750,L-1238,2.75,2.6
1239,468,11023.752,11250,NA,NA,NA
1240,420.3,12561.94,12750,L-1240,9.4389,3.9512
1241,429.3,12270.494,12500,L-1241,2.5389,2.6195
1242,490.4,10321.043,10500,L-1242,9.3658,9.2194
1243,420.1,12568.417,12750,NA,NA,NA
1244,419.6,12584.608,12750,L-1244,2.9016,3.4255
1245,419.6,12584.608,12750,L-1245,3,8.8536
1246,420.8,12545.749,12750,NA,NA,NA
1247,420.8,12545.749,12750,NA,NA,NA
1248,420.8,12545.749,12750,NA,NA,NA
1249,420.9,12542.511,12750,L-1249,2.4583,2.3374
1250,420.9,12542.511,12750,NA,NA,NA
1251,419,12604.038,12750,L-1251,0.7223,0.889
1252,419,12604.038,12750,L-1252,5.015,1.7732
1253,497.5,10113.793,10250,NA,NA,NA
1254,468.1,11020.514,11250,L-1254,2.65,2.5
1255,467.5,11039.944,11250,NA,NA,NA
1256,420.6,12552.225,12750,L-1256,1.209,1.4911
1257,420.6,12552.225,12750,NA,NA,NA
1258,420.4,12558.702,12750,NA,NA,NA
1259,499.5,10049.027,10250,NA,NA,NA
1260,420.9,12542.511,12750,NA,NA,NA
1261,498.3,10087.887,10250,NA,NA,NA
1262,421.7,12516.604,12750,NA,NA,NA
1263,499,10065.219,10250,NA,NA,NA
1264,421.9,12510.128,12750,L-1264,1.4105,1.5314
1265,422,12506.889,12750,NA,NA,NA
1266,419.3,12594.323,12750,NA,NA,NA
1267,419.3,12594.323,12750,L-1267,2.2165,5.1181
1268,419.5,12587.847,12750,NA,NA,NA
1269,471.3,10934.699,11000,NA,NA,NA
1270,471.6,10924.985,11000,NA,NA,NA
1271,471.6,10924.985,11000,NA,NA,NA
1272,471.6,10924.985,11000,NA,NA,NA
1273,498.5,10081.41,10250,NA,NA,NA
1274,421.7,12516.604,12750,L-1274,2.8,2.7
1275,421.2,12532.796,12750,L-1275,5.1,2.9
1276,474.2,10840.789,11000,L-1276,16.2316,13.3672
1277,473.9,10850.504,11000,NA,NA,NA
1278,421.2,12532.796,12750,L-1278,2.15,2.25
1279,419.6,12584.608,12750,NA,NA,NA
1280,470.9,10947.653,11000,NA,NA,NA
1281,496.1,10159.129,10250,NA,NA,NA
1282,420.6,12552.225,12750,L-1282,2.9999,3.878
1283,470.8,10950.891,11000,NA,NA,NA
1284.1,472.6,10892.602,11000,NA,NA,NA
1284.2,472.7,10889.363,11000,NA,NA,NA
