"","univ.specimenID","pmx","ect","cle","pf5","pga","pgp","tpg","lps","lpt","ds1","ds2","ds3","ldf","stl","mcv","mav","mdf","maf","mpt","mds","ips","ptt","layer.old.to.young"
"676","k.05_111",1.78,5.84,5.93,NA,1.22,NA,1.22,NA,2.03,NA,NA,0.97,NA,44.93,20,NA,10,9,6,1,1,4,15
"677","k.05_113",2.23,7.15,7.35,NA,2.4,NA,2.4,NA,2.32,NA,NA,1.17,NA,48.89,19,14,10,9,5,1,1,2,15
"678","k.05_116",2.64,7.19,7.83,NA,2.2,NA,2.2,NA,1.76,NA,NA,1.68,2.84,51.88,19,NA,10,7,1,1,2,NA,15
"679","k.05_118",NA,5.76,5.83,NA,1.22,NA,1.22,NA,1.95,NA,NA,1.13,3.55,46.73,19,NA,9,8,5,1,1,2,15
"680","k.05_124",4.17,10.49,11.4,NA,3.29,3.81,7.1,NA,1.97,NA,NA,1,4.94,74.44,19,14,9,8,5,1,2,2,15
"681","k.05_127",NA,NA,9.61,NA,3.76,1.53,5.29,NA,2.4,NA,NA,1.88,3.2,59.43,19,14,9,8,5,1,1.4,2,15
"682","k.05_128",3.08,8.78,9.64,NA,2.02,NA,2.02,NA,1.59,NA,NA,1.06,NA,59.54,19,14,9,5,1,1,2,NA,15
"683","k.05_131",1.82,6.45,6.6,NA,2.28,3.28,5.56,NA,2.4,NA,NA,1.91,2.81,50.12,20,14,9,5,1,2,2,NA,15
"684","k.05_145",1.69,6.71,NA,NA,2.36,NA,2.36,NA,1.11,NA,NA,1.55,3.12,41.41,19,NA,9,8,5,1,1,2,15
"685","k.05_147",2.73,8.36,8.94,NA,2.59,NA,2.59,NA,1.6,NA,NA,1.48,3.18,55.26,20,14,10,10,5,1,1,2,15
"686","k.05_149",NA,10.18,10.29,NA,2.88,NA,2.88,NA,1.98,NA,NA,1.47,NA,66.42,19,NA,11,10,NA,1,1.2,NA,15
"687","k.05_150",NA,7.38,7.4,NA,NA,NA,NA,NA,1.26,NA,NA,1.97,2.69,55.14,19,NA,11,10,5,1,0,2,15
"688","k.05_151",NA,4.85,NA,NA,NA,NA,NA,NA,0.82,2.55,2.8,1.15,NA,61.43,20,14,10,9,6,3,NA,4,15
"689","k.05_153",2.02,8.02,NA,NA,2.17,NA,2.17,NA,2.36,NA,NA,1.16,3.83,50.67,19,14,9,8,6,1,1,3,15
"690","k.05_154",2.84,NA,NA,NA,NA,NA,NA,NA,1.88,NA,NA,1.72,2.48,54.23,20,NA,10,9,6,1,NA,4,15
"691","k.05_157",NA,8.29,9.64,NA,2.28,NA,2.28,NA,2.07,NA,NA,1.61,NA,57.87,19,14,10,8,6,1,1,2,15
"692","k.05_159",3.18,8.7,NA,NA,2.37,NA,2.37,NA,NA,NA,NA,1.64,NA,63.61,19,14,9,8,5,1,1,2,15
"693","k.05_167",NA,10.86,11.05,NA,2.99,4.7,7.69,NA,2.67,NA,4.47,2.04,2.94,60.5,19,14,10,9,5,2,2,3,15
"694","k.05_168",3.32,8.93,9.06,NA,3.05,NA,3.05,NA,1.59,NA,2.98,1.68,4.47,57.44,19,NA,9,NA,8,2,1,3,15
"695","k.05_036",2.1,6.56,NA,NA,NA,NA,NA,NA,1.35,NA,3.86,1.75,3.12,42.18,19,14,11,10,6,2,NA,4,15
"696","k.05_087",5.43,9.77,10.71,NA,2.59,NA,2.59,NA,1.79,NA,NA,1.8,4.49,78.39,19,NA,10,8,5,1,1,2,15
"697","k.05_088",4.65,NA,10.39,NA,2.75,NA,2.75,NA,2.78,NA,NA,1.39,NA,74.57,19,14,10,9,5,1,1,2,15
"698","k.05_091",NA,NA,NA,NA,2.62,NA,2.62,NA,1.73,NA,NA,1.6,2.76,59.97,19,NA,10,9,5,1,1,3,15
"699","k.05_162",2.5,5.35,NA,NA,2.02,3.47,5.49,NA,1.7,NA,4.45,1.62,3.18,49.35,19,14,8,7,5,2,1.8,3,15
"700","k.05_009",3.36,9.11,NA,NA,2.31,NA,2.31,NA,2.01,NA,NA,1.66,3.84,58.18,19,NA,10,9,5,1,1,2,15
"701","k.05_018",3.25,7.89,NA,NA,2.89,1.82,4.71,NA,2.18,NA,NA,1.99,5.45,56.67,19,14,10,9,5,1,1.2,2,15
"702","k.05_031",4.1,9.94,9.98,NA,2.12,5.7,7.82,NA,2.27,NA,NA,2.01,4.82,65.43,20,14,9,6,1,2,3,NA,15
"703","k.05_035",2.98,8.19,8.54,NA,2.41,5.19,7.6,NA,1.93,NA,NA,1.52,3.01,51.85,19,14,11,10,6,1,2.2,5,15
"704","k.04_246",4.64,7.79,8.51,NA,1.67,NA,1.67,NA,1.34,NA,NA,NA,3.45,49.86,19,15,10,8,5,0,1,1,16
"705","k.04_242",NA,5.61,4.99,NA,1,NA,1,NA,NA,NA,NA,1.28,2.2,37.44,19,14,10,9,4,1,1,1,16
"706","k.04_243",2.24,5.72,5.77,NA,2.16,NA,2.16,NA,1.07,NA,NA,1.32,2.5,42.04,19,14,11,8,5,1,1,2,16
"707","k.04_177",NA,6.81,NA,NA,2.43,NA,2.43,NA,1.33,NA,NA,1.57,3.04,54.66,19,14,10,9,5,1,1,2,16
"708","k.04_212",2.02,5.5,NA,NA,1.14,NA,1.14,NA,1.06,NA,NA,1.36,2.97,38.77,19,14,10,9,6,1,1,2,16
"709","k.04_144",NA,4.54,4.18,NA,1.55,NA,1.55,NA,1.05,NA,NA,1.01,2.78,32.56,19,14,10,9,5,1,1,2,16
"710","k.04_225",NA,7.71,7.34,NA,1.81,NA,1.81,NA,1.38,NA,NA,1.22,3.71,64.44,19,14,9,8,NA,1,1,NA,16
"711","k.04_051",5.3,11.04,11.19,NA,1.78,NA,1.78,NA,2.16,NA,3.46,1.95,NA,75.16,19,14,10,9,5,2,1,2,16
"712","k.04_072",1.6,5.31,6.05,NA,1.12,NA,1.12,NA,NA,NA,NA,1.64,NA,35.87,19,14,10,8,3,1,1,0,16
"713","k.04_088",NA,5.75,5.9,NA,0.8,NA,0.8,NA,NA,NA,NA,1.05,2.8,40.63,19,14,10,9,4,1,1,1,16
"714","k.04_273",2.63,7.67,NA,NA,1.78,NA,1.78,NA,1.3,NA,2.82,1.51,3.12,51.81,19,14,9,8,5,2,1,2,16
"715","k.04_073",1.23,4.66,5.53,NA,1.04,NA,1.04,NA,0.97,NA,NA,0.93,1.63,33.02,19,14,10,9,5,1,1,2,16
"716","k.04_129",1.47,5.12,NA,NA,1.41,NA,1.41,NA,0.74,NA,NA,1.07,2.02,31.14,19,14,10,9,5,1,1,2,16
"717","k.04_158",2.21,6.8,7.04,NA,1.65,NA,1.65,NA,1.19,NA,NA,0.96,2.51,48.5,18,14,10,8,4,1,1,1,16
"718","k.04_250",1.69,5.27,NA,NA,1.22,NA,1.22,NA,0.77,NA,NA,1.46,2.17,38.78,19,14,9,8,5,1,1,2,16
"719","k.04_249",1.47,4.7,NA,NA,NA,NA,NA,NA,0.7,NA,NA,1.16,NA,17.85,19,14,9,9,5,1,0,2,16
"720","k.04_111",2.01,6,6.5,NA,1.4,NA,1.4,NA,1.12,NA,NA,1.07,2.38,41.56,19,14,10,9,5,1,1,2,16
"721","k.04_237",1.43,4.48,4.91,NA,1.2,NA,1.2,NA,0.65,NA,NA,1.34,2.47,34.09,19,14,10,9,5,1,1,2,16
"722","k.04_236",1.76,6.3,NA,NA,1.15,NA,1.15,NA,NA,NA,NA,1.11,2.43,41.3,18,14,10,8,4,1,1,1,16
"723","k.04_182",1.63,5.72,5.32,NA,1.74,NA,1.74,NA,1.41,NA,3.47,1.39,2.28,40.32,19,14,10,9,5,2,1,2,16
"724","k.04_235",1.45,4.23,4.75,NA,0.87,NA,0.87,NA,0.72,NA,NA,1.13,1.68,30.47,19,14,9,8,5,1,1,2,16
"725","k.04_147",1.76,5.22,5.98,NA,1.14,NA,1.14,NA,0.92,NA,NA,0.84,1.81,38.03,19,14,9,8,5,1,1,2,16
"726","k.04_035",2.82,8.11,8.61,NA,2.64,NA,2.64,NA,0.72,NA,NA,NA,3.29,56.92,19,14,10,9,5,0,1,2,16
"727","k.04_137",2.63,7.53,7.38,NA,1.94,NA,1.94,NA,NA,NA,NA,NA,2.97,50.11,19,NA,9,8,5,NA,1,2,16
"728","k.04_089",1.69,5.68,6.31,NA,1.93,NA,1.93,NA,0.92,NA,NA,NA,2.93,42.37,19,14,9,8,4,0,1,1,16
"729","k.04_041",1.69,5.71,5.31,NA,1.7,NA,1.7,NA,NA,NA,NA,1,3.07,40.13,19,14,9,8,4,1,1,1,16
"730","k.04_200",2.78,7.91,NA,NA,2.97,NA,2.97,NA,1.55,NA,NA,1.86,5.26,51.05,19,14,9,8,6,1,1,NA,16
"731","k.04_090",1.8,6.69,7.71,NA,0.89,NA,0.89,NA,1.52,NA,3.75,1.66,2.91,43.52,19,15,10,8,5,2,1,3,16
"732","k.04_055",1.52,5.96,6.17,NA,1.52,NA,1.52,NA,1.08,NA,NA,1.45,2.05,38.13,19,14,10,9,5,1,1,2,16
"733","k.04_040",2.29,6.05,NA,NA,1.25,NA,1.25,NA,0.94,NA,NA,1.17,2.89,40.59,19,14,9,8,5,1,1,2,16
"734","k.04_080",NA,4.87,4.84,NA,1.24,NA,1.24,NA,1.53,NA,3.12,1.34,2.09,30.95,19,14,9,8,5,2,1,3,16
"735","k.04_079",0.95,3.76,NA,NA,1.41,NA,1.41,NA,0.94,NA,NA,1.55,1.92,25.36,19,13,9,8,5,1,1,2,16
"736","k.04_048",1.77,4.57,4.38,NA,1.49,NA,1.49,NA,1.63,NA,NA,1.03,2.55,38.08,20,14,10,9,6,1,1,3,16
"737","k.04_101",1.93,5.2,5.53,NA,1.93,NA,1.93,NA,0.58,NA,NA,1.34,1.97,38.71,21,14,10,9,5,1,1,2,16
"738","k.04_102",NA,6.41,7.51,NA,NA,NA,NA,NA,1.07,NA,NA,1.82,2.23,43.55,19,15,11,10,6,1,0,2,16
"739","k.04_126",2.54,6.13,NA,NA,0.72,NA,0.72,NA,1.5,NA,NA,1.48,3.78,46.54,19,15,8,8,5,1,0,2,16
"740","k.04_127",2.35,6,6.44,NA,1.64,NA,1.64,NA,1.71,NA,NA,1.65,2.72,42.41,20,14,10,9,5,1,1,2,16
"741","k.04_276",1.74,4.53,5.11,NA,1.03,NA,1.03,NA,1.54,NA,NA,1.57,2.06,33.77,19,14,10,9,5,1,1,3,16
"742","k.04_188",1.47,5.88,6.12,NA,1.01,NA,1.01,NA,1,NA,NA,1.24,2.3,46.5,18,14,9,8,5,1,1,2,16
"743","k.04_052",1.58,5.41,5.25,NA,1.77,NA,1.77,NA,1.14,NA,NA,1.1,2.46,36.05,19,15,9,8,5,1,1,2,16
"744","k.04_039",1.54,6.11,NA,NA,1.53,NA,1.53,NA,1.15,NA,NA,1.94,2.85,41.45,19,NA,9,8,6,1,1,2,16
"745","k.04_105",1.92,5.48,5.69,NA,1.53,NA,1.53,NA,1.34,NA,NA,1.33,2.15,39.05,19,14,9,8,5,1,1,2,16
"746","k.04_103",1.65,4.58,NA,NA,2.01,NA,2.01,NA,1.06,NA,NA,1.49,NA,34.76,19,14,9,8,5,1,1,2,16
"747","k.04_081",1.74,5.49,5.61,NA,1.16,NA,1.16,NA,0.92,NA,NA,1.33,NA,42.07,19,14,9,8,5,1,1,2,16
"748","k.04_183",2.1,6.02,5.52,NA,1.74,NA,1.74,NA,0.81,NA,NA,1.62,2.05,45.6,18,14,9,8,5,1,1,2,16
"749","k.04_160",NA,4.97,NA,NA,1.19,NA,1.19,NA,1,NA,NA,NA,NA,34.38,18,14,9,9,5,0,1,2,16
"750","k.04_195",2.14,5.77,6.33,NA,1.53,NA,1.53,NA,0.95,NA,NA,1.04,2.46,44.48,19,14,9,8,5,1,1,2,16
"751","k.04_00208-1",2.55,6.51,7.28,NA,1.58,NA,1.58,NA,1.2,NA,NA,1.59,3.71,45.8,19,15,10,8,5,1,1,2,16
"752","k.04_00208-2",1.85,5.32,5.35,NA,1.4,NA,1.4,NA,1.15,NA,NA,1.42,2.94,38.18,19,NA,10,9,5,1,1,2,16
"753","k.04_00208-3",2.27,5.87,NA,NA,1.27,NA,1.27,NA,1.56,NA,NA,1.48,2.39,40.44,19,NA,10,9,5,1,1,NA,16
"754","k.04_00208-4",2.11,6.87,6.94,NA,2.8,NA,2.8,NA,1.32,NA,NA,1.34,3.47,46.42,19,14,10,8,5,1,1,2,16
"755","k.04_00208-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,10,9,5,1,1,2,16
"756","k.04_00208-6",NA,6.02,6.2,NA,1.61,NA,1.61,NA,NA,NA,NA,1.18,2.49,41.36,18,15,7,7,4,1,1,1,16
"757","k.04_00208-7",2.2,6.48,6.51,NA,1.85,NA,1.85,NA,2.09,NA,NA,1.27,NA,41.89,19,14,9,8,5,1,1,2,16
"758","k.04_274",1.56,5.35,6.01,NA,1.42,NA,1.42,NA,1,NA,NA,1.36,3.39,45.89,19,14,10,8,6,1,1,2,16
"759","k.04_128",2.27,5.92,6.58,NA,NA,NA,NA,NA,1.14,NA,NA,1.29,2.45,39.65,19,NA,10,8,5,1,0,2,16
"760","k.03_010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.22,59.85,19,14,10,9,5,1,0,NA,17
"761","k.03_113",3.07,8.23,8.98,NA,1.57,NA,1.57,NA,1.46,NA,4.11,1.72,3.52,56.05,19,14,9,9,5,2,1,2,17
"762","k.03_114",2.47,7.26,NA,NA,NA,NA,NA,NA,1.88,NA,NA,1.1,2.78,54.92,19,15,10,10,5,1,0,2,17
"763","k.03_116",NA,4.79,NA,NA,1.51,NA,1.51,NA,NA,NA,NA,NA,2.56,47.41,19,14,9,9,4,0,1,0,17
"764","k.03_117",1.47,NA,5.71,NA,1.26,NA,1.26,NA,NA,NA,NA,NA,NA,36.16,19,14,10,7,4,0,1,1,17
"765","k.03_118",NA,4.95,NA,NA,2.09,NA,2.09,NA,0.98,NA,NA,0.97,NA,44.78,18,NA,10,8,1,1,1,NA,17
"766","k.03_120",1.96,6.2,NA,NA,NA,NA,NA,NA,1.97,NA,NA,1.33,4.23,47.77,19,14,10,8,5,1,0,2,17
"767","k.03_121",3.22,8.43,10.18,NA,3.65,NA,3.65,NA,2.09,NA,NA,1.14,4.28,65,19,NA,NA,NA,5,1,1,2,17
"768","k.03_128",2.22,5.67,6.22,NA,1.17,NA,1.17,NA,1,NA,NA,1.2,2.29,45.96,20,14,10,9,5,1,1,2,17
"769","k.03_134",2.07,5.11,NA,NA,2.21,NA,2.21,NA,1.36,NA,NA,1.2,3.74,47.07,19,14,10,9,5,1,1,3,17
"770","k.03_139",NA,6.03,NA,NA,1.54,NA,1.54,NA,1.47,NA,NA,1.49,2.46,45.57,19,NA,10,9,7,1,1,4,17
"771","k.03_140",2.19,5.57,6.94,NA,1.2,NA,1.2,NA,0.86,NA,NA,NA,3.64,39.93,19,15,9,7,4,0,1,1,17
"772","k.03_143",NA,3.89,8.54,NA,NA,NA,NA,NA,0.98,NA,NA,1.59,5.53,61.47,19,NA,11,10,5,1,1,2,17
"773","k.03_144",1.56,5.02,NA,NA,1.32,NA,1.32,NA,NA,NA,NA,1.34,2.79,37.47,19,14,10,9,4,1,1,1,17
"774","k.03_147",1.8,5.45,4.39,NA,NA,NA,NA,NA,NA,NA,NA,0.86,2.18,40.7,19,NA,9,8,1,0,NA,NA,17
"775","k.03_149",2.8,7.65,7.94,NA,1.43,NA,1.43,NA,0.83,NA,NA,1.51,NA,51.6,19,14,10,9,4,1,1,1,17
"776","k.03_015",NA,NA,6.19,NA,NA,NA,NA,NA,1.27,NA,NA,1.21,2.94,43.07,19,14,9,8,6,1,NA,3,17
"777","k.03_151",2.65,6.88,NA,NA,NA,NA,NA,NA,0.97,NA,NA,1.83,3.49,46.93,20,NA,9,8,5,1,0,2,17
"778","k.03_017",1.56,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA,1.35,3.58,38.57,20,NA,11,9,6,1,NA,2,17
"779","k.03_170",2.75,7.07,NA,NA,2.53,NA,2.53,NA,1.05,NA,NA,1.33,4.61,52.12,19,14,10,8,5,1,1,2,17
"780","k.03_018",2.22,6.78,6.53,NA,2.28,NA,2.28,NA,1.11,NA,NA,1.26,3.86,47.8,20,14,10,9,5,1,1,1,17
"781","k.03_180",1.55,4.32,5.02,NA,0.88,NA,0.88,NA,NA,NA,NA,1.3,2.86,31.4,18,14,7,4,1,1,1,NA,17
"782","k.03_184",1.69,6.34,5.88,NA,2.15,NA,2.15,NA,0.93,NA,NA,1.75,2.89,44.8,19,14,10,8,5,1,1,2,17
"783","k.03_185",3.07,8.2,8.4,NA,2.31,NA,2.31,NA,0.92,NA,NA,1.62,4.56,59.62,19,14,10,8,6,1,1,2,17
"784","k.03_186",2.35,6.14,5.41,NA,2.27,NA,2.27,NA,1.21,NA,NA,1.01,NA,40.01,19,14,11,9,5,1,1,1,17
"785","k.03_187",2.26,5.89,NA,NA,1.35,NA,1.35,NA,NA,NA,NA,1.09,2.82,39.62,19,14,10,9,4,1,1,1,17
"786","k.03_191",1.98,NA,6.32,NA,0.61,NA,0.61,NA,1.05,NA,NA,1.1,3.07,40.59,19,14,10,9,NA,1,1,NA,17
"787","k.03_192",NA,5.43,5.75,NA,1.91,2.15,4.06,NA,1.59,NA,2.9,1.5,3.02,35.76,19,NA,10,8,6,2,1.4,4,17
"788","k.03_193",2.29,4.366,NA,NA,NA,NA,NA,NA,1.08,NA,NA,0.99,NA,41.95,20,NA,9,8,5,1,NA,1,17
"789","k.03_197",NA,8.67,8.33,NA,2.29,NA,2.29,NA,1.47,NA,NA,1.7,4.67,59.28,19,14,10,8,5,1,1,2,17
"790","k.03_199",2.58,6.86,7.19,NA,1.86,NA,1.86,NA,1.35,NA,NA,1.48,3.79,49.39,19,14,10,9,5,1,1,2,17
"791","k.03_020",2.03,5.96,NA,NA,NA,NA,NA,NA,1.19,NA,NA,1.45,2.87,43.13,19,14,10,8,5,1,0,2,17
"792","k.03_202",NA,7.53,NA,NA,2.41,NA,2.41,NA,1.26,NA,NA,1.84,3.03,48.99,19,NA,11,9,NA,1,1,NA,17
"793","k.03_003",NA,7.46,7.05,NA,NA,NA,NA,NA,1.32,NA,NA,1.33,3.46,48.84,19,14,9,8,5,1,0,2,17
"794","k.03_030",2.68,NA,7.61,NA,1.18,NA,1.18,NA,1.11,NA,NA,1.28,3.31,48.51,19,15,10,9,5,1,1,2,17
"795","k.03_034",3.1,8.67,8.55,NA,1.65,NA,1.65,NA,1.89,NA,NA,1.28,4.86,55.94,18,14,9,8,5,1,1,2,17
"796","k.03_004",NA,6.74,NA,NA,1.61,NA,1.61,NA,1.23,NA,NA,1.43,3.96,55.26,19,14,10,9,5,1,1,2,17
"797","k.03_040",1.93,6.91,6.58,NA,1.7,NA,1.7,NA,1.95,NA,NA,1.43,NA,53.3,18,NA,9,8,5,1,1,2,17
"798","k.03_043",2.01,5.57,NA,NA,1.1,NA,1.1,NA,0.84,NA,NA,0.9,2.42,37.22,19,NA,9,8,5,1,1,2,17
"799","k.03_046",1.9,5.34,NA,NA,1.48,NA,1.48,NA,0.7,NA,NA,1.32,NA,39.72,20,14,9,9,5,1,1,2,17
"800","k.03_047",2.46,7.41,NA,NA,1.37,NA,1.37,NA,1.44,NA,NA,1.85,NA,53.29,18,NA,10,9,5,1,1,3,17
"801","k.03_048",2.31,NA,NA,NA,1.86,NA,1.86,NA,1.13,NA,NA,1.52,3.28,49.78,19,14,9,8,5,1,1,1,17
"802","k.03_051",2.06,7.34,7.34,NA,1.88,NA,1.88,NA,1.63,NA,NA,0.87,NA,46.84,19,13,9,8,6,1,1,2,17
"803","k.03_006",3.78,9.76,10.52,NA,2.5,NA,2.5,NA,2.67,NA,NA,1.31,5.75,72.1,19,14,9,8,5,1,1,2,17
"804","k.03_069",3.02,NA,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.76,19,NA,9,8,NA,1,NA,NA,17
"805","k.03_074",NA,7.85,NA,NA,1.85,NA,1.85,NA,1.94,NA,NA,1.74,3.14,53.59,19,NA,10,9,5,1,1,2,17
"806","k.03_077",NA,7.5,6.91,NA,2.08,NA,2.08,NA,1.49,2.36,NA,1.49,4.35,48.27,19,14,10,7,6,2,1,3,17
"807","k.03_078",4.13,11.66,12.1,NA,2.75,NA,2.75,NA,3.33,NA,NA,1.64,6.37,75.41,19,14,5,1,1,2,NA,NA,17
"808","k.03_008",3.29,9.23,9.56,NA,3.05,NA,3.05,NA,1.2,NA,NA,1.77,4.58,72.43,19,14,11,9,6,1,1,2,17
"809","k.03_090",2.31,6.09,NA,NA,0.59,NA,0.59,NA,1.13,NA,NA,1.13,2.24,42.56,19,14,10,8,5,1,1,2,17
"810","k.03_092",3.09,8.56,8.35,NA,1.83,NA,1.83,NA,1.32,NA,3.52,1.62,4.35,56.91,19,14,10,9,6,2,1,3,17
"811","k.03_094",2.04,7.4,7.66,NA,NA,NA,NA,NA,1.24,NA,NA,1.56,3.75,47.89,19,14,9,8,6,1,0,2,17
"812","k.03_095",NA,NA,NA,NA,0.86,NA,0.86,NA,0.81,NA,NA,1.36,2.48,36.82,19,14,8,9,6,1,1,2,17
"813","k.03_096",1.62,4.89,NA,NA,1.23,NA,1.23,NA,1.46,NA,NA,1.16,2.59,36.89,19,14,10,9,5,1,1,2,17
"814","k.03_098",1.83,5.83,6.17,NA,NA,NA,NA,NA,1.54,NA,NA,1.19,3.86,44.52,19,14,10,9,5,1,0,2,17
